City,Locality,Property_Type,RERA_Approved,BHK,Bathrooms,Balconies,Floor,Age_of_Property_years,Ready_to_Move,Furnishing,Parking,Facing,Gated_Community,Lift_Available,Water_Supply,Security_Guard,Gym,Swimming_Pool,Power_Backup,Clubhouse,Play_Area,Near_School_km,Near_Hospital_km,Near_Metro_km,Near_Market_km,Monthly_Maintenance,EMI_Per_Lakh,Interest_Rate,Resale,Property_Tax_Annual,Pollution_Index,Noise_Index,Crime_Rate,Internet_Availability,Public_Transport_Score,Flood_Zone,Earthquake_Zone,Civic_Amenities_Rating,Market_Demand_Rating,Rental_Yield_Percent,Carpet_Area_sqft,Total_Floors,Expected_Price_Lakhs
Indore,Vijay Nagar,Apartment,No,4,5,2,10,13,No,Furnished,No,West,Yes,Yes,Borewell,Yes,No,Yes,No,Yes,No,1.67,5.25,7.56,1.19,3726,758.95,7.81,Yes,14715,36.4,74.6,58.3,8.5,9.6,No,No,5.1,6.5,4.29,901,18,38.08
Indore,Vijay Nagar,Villa,Yes,3,4,2,15,1,No,Semi-Furnished,No,West,Yes,No,Both,Yes,No,Yes,Yes,No,No,3.21,4.1,4.6,1.36,3021,1001.51,8.57,Yes,2060,76.3,66.5,29.6,7.5,9.2,Yes,No,9.1,8.7,2.93,574,18,33.91
Jaipur,Jhotwara,Villa,Yes,2,2,0,12,13,No,Unfurnished,No,North,Yes,No,Both,No,Yes,No,Yes,No,No,0.1,4.36,1.59,1.79,7539,1073.64,7.1,No,17270,89.1,74.3,35.7,6.7,9.5,Yes,No,5.4,5.3,2.69,698,12,31.57
Chandigarh,Sector 22,Independent House,No,2,2,1,16,25,Yes,Semi-Furnished,Yes,West,Yes,No,Corporation,No,No,No,Yes,Yes,No,2.23,1.29,1.62,2.34,5232,1148.5,9.32,No,22064,43.6,45.2,29.4,7.4,9.1,No,Yes,6.7,6.1,2.06,1888,22,116.91
Chandigarh,Manimajra,Villa,Yes,4,4,1,1,25,Yes,Unfurnished,Yes,South,No,No,Both,No,No,Yes,Yes,Yes,Yes,3.2,3.0,4.9,0.41,3573,824.08,6.54,No,19612,37.0,66.3,13.9,6.1,9.3,Yes,Yes,8.3,7.7,3.96,665,9,52.35
Lucknow,Hazratganj,Villa,Yes,4,5,0,7,0,No,Furnished,No,South,No,Yes,Both,No,No,Yes,No,Yes,Yes,3.52,1.19,5.68,2.66,4502,795.13,7.6,No,23509,58.4,56.1,27.3,6.7,5.8,No,No,8.8,7.4,2.94,534,14,25.43
Chandigarh,Sector 17,Independent House,Yes,2,3,2,12,5,No,Unfurnished,No,North,Yes,No,Corporation,No,No,Yes,Yes,No,No,2.94,3.98,4.22,0.38,5856,787.82,8.01,Yes,5254,53.5,53.0,41.9,7.9,6.7,No,Yes,6.3,7.2,3.41,1642,20,111.56
Jaipur,Vaishali Nagar,Independent House,No,4,4,2,12,8,Yes,Furnished,No,West,No,No,Both,Yes,No,Yes,No,Yes,No,2.52,1.67,2.42,2.31,2629,1031.67,7.76,Yes,17887,33.6,69.0,32.7,8.3,6.8,Yes,No,8.4,7.4,4.12,1021,20,66.58
Ahmedabad,Navrangpura,Villa,Yes,4,4,1,16,5,Yes,Semi-Furnished,Yes,East,Yes,Yes,Both,Yes,Yes,No,Yes,No,No,2.17,2.76,2.33,0.78,4775,912.32,6.51,No,2896,73.4,78.8,58.7,8.3,8.7,Yes,Yes,6.1,7.0,3.73,1468,26,83.32
Chandigarh,Sector 17,Independent House,Yes,1,1,2,4,11,No,Furnished,No,West,No,Yes,Both,Yes,No,Yes,Yes,Yes,Yes,4.14,4.52,2.67,1.09,4776,712.48,8.85,Yes,17654,36.7,74.5,10.9,8.8,9.2,No,Yes,8.1,9.4,3.19,1724,4,157.21
Chandigarh,Sector 35,Villa,Yes,3,4,0,8,17,No,Unfurnished,Yes,West,Yes,Yes,Borewell,Yes,No,Yes,No,No,No,4.81,2.34,4.91,1.67,1855,710.68,8.64,Yes,11056,84.9,67.2,45.1,7.4,6.7,No,Yes,6.0,9.0,2.67,2056,16,188.39
Chandigarh,Zirakpur,Villa,Yes,2,3,0,1,20,Yes,Unfurnished,No,North,No,No,Borewell,No,No,No,Yes,Yes,Yes,1.37,1.41,7.41,2.96,7316,1173.79,9.34,No,5607,56.2,69.7,40.0,6.1,6.9,Yes,No,7.6,5.6,2.35,855,7,54.68
Delhi,Dwarka,Villa,Yes,3,4,2,3,9,Yes,Semi-Furnished,No,East,Yes,No,Corporation,No,Yes,No,No,Yes,Yes,1.58,0.81,7.14,0.23,1336,926.61,9.45,Yes,19157,60.4,42.1,14.1,8.5,9.2,Yes,No,6.2,8.7,3.68,1269,10,328.77
Lucknow,Indira Nagar,Villa,Yes,1,2,2,9,14,Yes,Furnished,No,East,Yes,Yes,Both,Yes,No,No,Yes,Yes,Yes,4.72,1.0,5.87,1.8,2690,990.82,9.33,Yes,5937,84.8,43.2,29.1,9.1,6.4,No,No,5.4,9.6,3.15,1248,14,51.79
Kolkata,Salt Lake,Independent House,Yes,4,4,0,10,22,Yes,Furnished,Yes,West,No,No,Borewell,No,No,Yes,No,No,Yes,4.37,4.32,4.67,0.51,1968,898.45,6.76,Yes,3473,87.9,71.7,24.8,7.6,9.2,No,Yes,5.0,8.0,4.4,2022,11,139.34
Chennai,Tambaram,Apartment,Yes,4,5,0,16,17,Yes,Semi-Furnished,No,South,No,No,Corporation,Yes,Yes,No,No,No,No,0.31,3.83,6.98,1.33,7375,807.11,9.43,No,12694,72.5,79.5,12.2,8.3,8.9,Yes,Yes,7.9,6.7,4.41,2053,24,195.29
Kolkata,Rajarhat,Independent House,Yes,3,3,2,14,11,No,Semi-Furnished,Yes,North,No,No,Corporation,No,No,Yes,No,Yes,Yes,2.56,5.52,4.23,1.82,6381,938.49,8.1,No,13624,50.9,82.3,48.0,6.1,9.1,No,Yes,6.9,6.4,2.09,1661,23,140.43
Chennai,Adyar,Independent House,No,3,3,2,16,18,No,Unfurnished,No,East,Yes,Yes,Corporation,No,No,No,No,Yes,No,3.27,5.99,5.95,1.3,3889,910.04,6.72,Yes,21738,87.2,52.6,36.7,7.5,5.7,Yes,Yes,5.7,8.7,2.48,1221,19,81.06
Chandigarh,Sector 17,Villa,Yes,2,3,1,14,23,No,Unfurnished,Yes,South,Yes,Yes,Borewell,No,No,Yes,No,Yes,Yes,2.39,3.26,7.86,1.6,1363,1018.51,9.07,No,1023,53.0,81.3,56.1,6.2,5.4,No,Yes,5.7,7.0,4.25,866,15,84.41
Ahmedabad,Maninagar,Independent House,Yes,1,1,1,4,19,No,Semi-Furnished,Yes,North,No,No,Both,Yes,No,No,Yes,Yes,Yes,2.57,0.35,6.28,0.85,7567,1111.91,8.91,Yes,10946,30.4,84.8,36.4,8.8,6.4,Yes,No,8.1,9.9,2.66,1399,4,91.53
Jaipur,Jagatpura,Apartment,Yes,4,5,1,9,23,Yes,Unfurnished,No,South,Yes,No,Borewell,Yes,No,Yes,Yes,No,Yes,4.05,4.74,2.42,2.02,2717,1195.26,7.43,Yes,4895,36.2,53.9,52.2,9.8,7.1,No,No,6.9,9.0,2.08,1440,15,84.23
Jaipur,Jhotwara,Apartment,Yes,4,4,0,3,14,Yes,Unfurnished,No,South,Yes,Yes,Borewell,No,No,Yes,No,Yes,Yes,3.84,3.95,7.91,1.33,2802,885.16,8.19,Yes,13985,48.3,57.6,44.8,9.5,10.0,No,No,6.0,9.1,2.43,1325,9,61.23
Delhi,South Extension,Apartment,Yes,2,3,0,1,7,No,Unfurnished,No,West,No,Yes,Corporation,Yes,No,Yes,Yes,No,Yes,0.87,0.88,1.85,1.23,1711,882.75,7.37,Yes,19313,86.6,69.0,22.7,8.8,9.5,Yes,Yes,5.1,5.5,2.25,2151,5,215.52
Indore,Bhawarkua,Independent House,No,1,2,1,8,17,Yes,Semi-Furnished,No,South,No,Yes,Corporation,Yes,No,Yes,No,No,Yes,1.53,5.04,2.29,2.65,6970,834.51,9.12,No,20852,75.3,82.1,25.9,9.6,5.7,Yes,Yes,5.4,7.0,2.79,1014,8,63.36
Visakhapatnam,Dwaraka Nagar,Apartment,Yes,2,2,0,9,15,No,Furnished,No,West,No,Yes,Corporation,No,Yes,Yes,No,No,Yes,0.47,0.32,6.95,1.97,3611,1032.03,7.4,Yes,18769,89.0,49.5,17.0,9.1,9.1,No,No,6.3,8.5,3.89,1050,17,59.5
Bengaluru,Hebbal,Apartment,Yes,1,2,0,18,16,Yes,Furnished,Yes,East,Yes,Yes,Corporation,Yes,Yes,No,Yes,No,Yes,1.73,2.46,2.68,1.94,2986,1068.04,8.43,Yes,1428,48.9,57.2,15.0,9.2,10.0,No,No,8.2,6.1,4.24,1421,18,136.08
Kochi,Vyttila,Independent House,Yes,2,3,1,10,25,Yes,Unfurnished,No,South,No,No,Both,Yes,No,Yes,No,Yes,Yes,2.19,4.83,7.71,0.89,4272,735.31,7.56,Yes,17440,68.1,59.1,43.9,8.5,7.1,Yes,Yes,7.3,7.7,3.96,2200,20,96.78
Hyderabad,Kukatpally,Apartment,Yes,1,1,1,20,14,Yes,Furnished,Yes,West,No,No,Corporation,Yes,Yes,No,Yes,Yes,No,2.08,3.82,4.92,1.86,7574,893.2,8.11,No,3027,68.6,53.4,46.8,7.1,9.4,No,No,7.6,8.4,2.24,1982,30,200.65
Chandigarh,Zirakpur,Independent House,Yes,1,2,2,14,3,Yes,Furnished,Yes,West,No,Yes,Corporation,Yes,Yes,No,Yes,No,No,1.42,5.58,1.99,0.83,1814,1125.83,6.83,No,13075,45.8,41.0,26.2,7.7,8.8,No,No,6.1,9.0,2.71,2088,21,173.59
Patna,Ashiana Nagar,Villa,No,2,3,2,8,16,No,Semi-Furnished,No,West,Yes,Yes,Both,No,Yes,Yes,No,Yes,No,0.27,4.88,6.02,1.59,5204,1040.59,8.78,No,13472,62.6,80.8,16.3,8.5,9.1,No,Yes,9.0,6.5,3.77,2135,12,118.26
Surat,Adajan,Independent House,No,4,5,2,11,21,No,Furnished,No,South,No,No,Borewell,Yes,No,No,Yes,No,Yes,3.34,5.45,5.39,1.55,5478,730.87,7.01,Yes,7564,54.6,61.5,34.6,6.8,6.3,No,No,7.8,6.1,2.86,411,21,21.55
Jaipur,Mansarovar,Independent House,No,2,3,1,8,5,No,Furnished,No,East,Yes,No,Borewell,No,No,No,No,No,No,3.2,1.86,5.4,0.77,5237,1064.99,6.95,Yes,8400,63.8,61.5,53.5,7.2,9.2,No,No,7.5,8.7,4.25,989,16,68.11
Surat,Vesu,Villa,Yes,1,1,0,9,25,Yes,Furnished,Yes,North,Yes,No,Both,No,No,Yes,No,Yes,Yes,4.43,1.53,6.16,0.5,3254,1075.53,7.81,Yes,19205,81.7,79.2,38.2,9.9,7.0,No,Yes,6.1,6.8,3.17,1495,18,78.55
Visakhapatnam,Gajuwaka,Independent House,Yes,3,3,0,9,22,Yes,Furnished,Yes,East,Yes,No,Both,No,Yes,No,No,No,No,0.91,4.55,1.04,1.69,3067,746.42,6.97,No,14408,85.7,80.9,42.8,9.0,6.8,Yes,No,5.4,7.4,3.19,1914,11,149.73
Pune,Hinjewadi,Independent House,No,2,3,2,11,23,Yes,Unfurnished,No,East,No,Yes,Borewell,Yes,No,Yes,Yes,No,No,1.29,0.84,3.28,0.91,4237,1045.0,7.64,Yes,11544,67.7,63.2,42.9,9.7,7.6,Yes,Yes,9.9,9.0,4.47,1107,15,120.97
Ahmedabad,SG Highway,Apartment,No,1,2,1,4,3,Yes,Semi-Furnished,Yes,East,Yes,No,Borewell,Yes,Yes,Yes,Yes,No,No,1.88,3.02,1.1,2.53,3585,740.06,7.26,Yes,10397,38.0,80.1,22.3,8.1,8.5,No,Yes,9.0,9.8,2.47,467,14,26.15
Chennai,Anna Nagar,Villa,No,1,1,2,3,0,Yes,Semi-Furnished,No,West,Yes,Yes,Corporation,No,Yes,No,Yes,Yes,Yes,4.21,2.39,4.54,1.59,5637,1062.57,7.2,Yes,11376,54.8,54.3,34.7,8.1,6.9,No,No,8.6,9.8,2.87,1935,9,178.09
Indore,Rajendra Nagar,Apartment,Yes,2,2,2,1,4,Yes,Semi-Furnished,No,North,No,No,Borewell,No,Yes,Yes,No,Yes,No,3.77,3.04,2.46,2.84,4461,805.81,7.85,No,18146,79.4,52.2,29.7,6.8,5.4,No,Yes,6.1,9.9,2.04,856,5,44.87
Chennai,Velachery,Apartment,Yes,1,2,0,8,14,No,Semi-Furnished,No,East,Yes,Yes,Corporation,No,Yes,No,Yes,No,No,4.53,1.71,7.66,1.01,7510,897.81,9.09,No,13737,53.6,43.8,56.6,7.4,5.0,No,No,8.4,7.2,2.05,2012,18,154.85
Visakhapatnam,Dwaraka Nagar,Independent House,Yes,2,3,0,11,24,No,Semi-Furnished,Yes,South,No,No,Both,Yes,Yes,Yes,No,Yes,No,1.83,0.33,7.32,2.89,4083,933.11,7.22,No,7608,87.6,41.1,42.5,7.2,8.5,Yes,Yes,6.7,8.9,2.76,900,11,60.99
Pune,Baner,Apartment,No,3,3,0,6,21,No,Semi-Furnished,No,South,No,Yes,Borewell,Yes,Yes,No,Yes,Yes,No,1.77,5.36,4.72,2.11,6369,915.99,8.37,Yes,14366,73.2,46.2,40.3,8.6,7.5,Yes,Yes,5.6,9.4,2.11,2161,16,181.92
Kolkata,Salt Lake,Villa,Yes,2,3,2,19,9,No,Furnished,No,East,No,Yes,Corporation,No,No,Yes,No,Yes,No,2.2,4.32,6.24,2.46,2539,774.19,8.54,Yes,15889,35.1,49.8,39.6,7.6,9.8,Yes,No,8.4,9.0,2.05,1512,23,99.74
Bengaluru,Jayanagar,Independent House,No,3,3,2,2,6,No,Unfurnished,No,North,Yes,No,Borewell,No,No,Yes,No,No,No,3.81,2.34,4.42,0.93,3973,717.07,6.91,Yes,23816,36.0,51.2,14.8,9.8,7.9,Yes,Yes,7.1,9.6,3.3,1605,5,146.09
Delhi,Rohini,Independent House,No,4,5,0,16,24,No,Semi-Furnished,Yes,South,No,Yes,Both,Yes,Yes,No,No,Yes,Yes,1.38,0.86,5.73,0.35,4751,916.67,8.6,Yes,11712,41.1,74.5,43.6,9.2,8.1,No,Yes,6.1,5.4,2.62,1213,17,198.71
Kolkata,Rajarhat,Apartment,Yes,4,4,0,3,1,No,Unfurnished,Yes,East,Yes,Yes,Both,No,Yes,Yes,No,No,Yes,2.11,1.15,1.02,1.13,7267,1089.76,8.19,No,15220,41.7,44.8,45.8,7.8,7.2,No,Yes,5.4,6.8,3.72,977,8,64.58
Jaipur,C-Scheme,Independent House,Yes,3,4,2,11,19,No,Semi-Furnished,Yes,East,No,Yes,Corporation,No,Yes,No,Yes,No,No,2.86,1.15,4.49,0.37,5307,892.2,9.23,No,14817,87.5,82.0,35.3,7.0,9.8,No,Yes,6.7,7.1,4.21,1587,18,68.75
Chandigarh,Sector 22,Apartment,Yes,1,1,2,3,8,No,Furnished,Yes,West,No,No,Both,Yes,No,No,Yes,Yes,Yes,1.08,4.49,1.51,2.37,4120,1158.92,7.0,No,6965,56.1,56.9,31.3,8.0,9.0,Yes,No,7.2,7.4,3.72,1013,3,98.25
Hyderabad,Hitech City,Independent House,Yes,4,4,2,15,6,Yes,Semi-Furnished,Yes,West,Yes,No,Corporation,Yes,No,Yes,No,Yes,No,0.54,3.9,3.51,0.82,7824,917.56,6.61,Yes,21609,68.1,61.1,57.7,7.3,8.4,No,No,5.9,9.4,2.87,1767,20,119.26
Bengaluru,HSR Layout,Villa,No,1,1,2,3,9,Yes,Semi-Furnished,Yes,East,No,No,Corporation,Yes,Yes,No,No,Yes,Yes,0.21,5.12,5.49,2.06,6622,923.11,8.99,Yes,15357,83.0,74.3,58.0,9.8,10.0,No,Yes,5.2,6.9,3.56,1233,10,128.94
Kolkata,Behala,Apartment,No,2,2,1,18,1,No,Furnished,No,East,No,Yes,Both,Yes,No,Yes,No,No,Yes,0.64,5.78,5.97,2.65,7079,852.69,9.49,Yes,14284,80.9,81.0,36.7,7.8,5.8,Yes,Yes,7.1,9.0,2.01,2180,18,116.34
Chandigarh,Manimajra,Apartment,No,1,1,2,13,5,Yes,Semi-Furnished,Yes,West,Yes,No,Borewell,No,No,No,Yes,Yes,No,0.47,2.03,6.17,1.31,5033,978.77,9.48,No,14140,48.4,76.5,56.6,9.5,6.8,Yes,No,9.5,5.8,2.44,1522,22,98.02
Lucknow,Hazratganj,Villa,No,4,5,0,12,18,No,Furnished,No,East,Yes,No,Corporation,Yes,No,Yes,No,Yes,Yes,3.46,5.01,4.96,2.42,7185,950.63,6.87,No,6935,58.4,72.5,25.1,8.5,7.8,Yes,No,5.9,5.1,4.08,1977,12,101.63
Patna,Kankarbagh,Independent House,No,3,4,0,12,5,Yes,Semi-Furnished,No,West,Yes,Yes,Both,No,No,Yes,Yes,Yes,Yes,2.94,4.17,6.42,1.05,4069,898.22,9.46,No,3589,59.6,73.2,59.9,9.8,8.1,Yes,No,5.4,10.0,3.16,1848,19,89.91
Patna,Rajendra Nagar,Independent House,Yes,4,4,0,1,11,Yes,Furnished,Yes,East,Yes,Yes,Both,No,No,No,Yes,Yes,No,2.99,4.91,7.44,0.85,1887,917.36,9.32,No,23633,84.2,60.7,39.6,8.4,8.3,No,No,5.8,9.1,3.69,1942,3,74.05
Lucknow,Rajajipuram,Apartment,Yes,1,2,0,15,3,Yes,Unfurnished,Yes,West,No,No,Borewell,No,Yes,Yes,Yes,No,No,2.9,5.97,6.38,1.23,1210,722.52,8.41,Yes,22893,84.3,43.8,49.9,9.0,8.7,Yes,Yes,5.5,5.7,3.61,2061,23,109.76
Hyderabad,Hitech City,Independent House,No,2,2,2,2,11,No,Semi-Furnished,No,West,No,Yes,Borewell,Yes,No,No,Yes,Yes,Yes,2.82,0.26,2.15,1.25,7971,872.39,8.86,Yes,4459,65.5,50.1,28.0,6.4,5.6,Yes,No,6.8,10.0,2.44,1116,2,93.47
Hyderabad,Kukatpally,Independent House,Yes,4,5,1,7,0,No,Furnished,No,East,No,No,Borewell,Yes,No,No,Yes,Yes,No,2.38,1.44,4.68,2.94,7922,1101.41,9.25,Yes,23765,83.2,70.5,25.7,8.8,9.5,No,No,6.3,8.8,3.46,2180,16,226.52
Jaipur,Jagatpura,Villa,Yes,1,2,0,7,17,Yes,Unfurnished,No,East,No,Yes,Corporation,Yes,Yes,Yes,No,No,No,1.99,4.27,6.23,0.68,7629,857.32,7.6,Yes,8441,82.6,68.5,29.6,8.7,7.9,Yes,Yes,9.6,9.4,2.57,1372,15,80.12
Bengaluru,Whitefield,Apartment,Yes,2,3,1,6,20,No,Unfurnished,Yes,North,Yes,Yes,Corporation,No,No,Yes,Yes,No,Yes,2.17,4.02,1.4,2.81,3342,869.83,7.98,No,19313,51.0,43.1,45.6,6.2,5.9,Yes,Yes,9.5,9.4,3.05,1402,9,158.67
Chandigarh,Panchkula,Apartment,No,3,3,1,20,18,No,Unfurnished,No,North,Yes,No,Corporation,Yes,No,Yes,No,No,Yes,3.13,2.09,5.43,0.96,2122,835.81,6.64,No,15646,86.0,57.5,52.7,9.5,7.6,No,No,6.9,5.6,3.71,1003,28,80.96
Pune,Hinjewadi,Apartment,Yes,4,4,0,9,2,Yes,Furnished,No,South,No,No,Both,No,Yes,No,No,No,No,3.87,3.14,5.06,2.4,6858,1188.8,9.4,Yes,7578,86.0,76.1,47.0,6.2,7.9,No,Yes,6.1,9.3,4.41,1820,10,207.4
Delhi,Saket,Apartment,Yes,2,2,0,9,8,Yes,Unfurnished,No,North,Yes,Yes,Both,Yes,No,Yes,Yes,Yes,No,0.84,1.73,6.05,2.63,2239,970.46,7.99,No,4691,53.0,47.4,36.5,8.3,6.7,Yes,Yes,6.9,8.5,4.08,617,17,175.62
Patna,Rajendra Nagar,Independent House,Yes,1,1,2,20,4,No,Unfurnished,Yes,North,No,No,Corporation,No,Yes,No,Yes,Yes,Yes,0.37,1.8,1.78,2.29,4684,992.67,7.68,Yes,8232,44.3,44.7,16.3,9.0,5.6,Yes,Yes,8.5,9.8,3.13,1219,25,45.54
Ahmedabad,Thaltej,Independent House,Yes,1,2,0,1,9,No,Furnished,Yes,West,No,No,Borewell,Yes,Yes,Yes,No,Yes,Yes,0.7,2.77,6.22,2.17,6168,746.04,8.29,No,9698,66.6,60.6,25.3,9.6,8.8,No,No,9.1,8.3,2.67,766,7,33.33
Hyderabad,Madhapur,Independent House,No,1,1,2,15,12,No,Semi-Furnished,No,North,Yes,Yes,Corporation,No,Yes,Yes,No,No,No,1.78,3.32,1.02,0.76,5993,801.28,7.36,Yes,22877,58.3,64.1,34.4,8.6,9.5,No,No,8.2,9.9,3.15,1449,23,104.95
Hyderabad,Gachibowli,Villa,Yes,1,2,1,8,4,No,Unfurnished,No,West,No,No,Borewell,No,No,Yes,No,Yes,No,4.21,4.81,0.8,0.31,3396,714.74,6.6,No,4273,45.4,52.3,58.1,9.5,9.9,Yes,No,8.2,7.7,2.62,1181,16,134.54
Chennai,Velachery,Independent House,Yes,1,1,0,15,19,No,Semi-Furnished,No,East,No,Yes,Both,No,Yes,Yes,No,Yes,Yes,1.96,2.98,2.45,2.59,6856,845.21,8.86,No,24082,71.3,66.1,48.9,9.1,6.4,Yes,No,5.6,5.2,2.39,1436,17,106.05
Surat,Vesu,Villa,No,4,5,1,6,7,Yes,Unfurnished,Yes,East,Yes,No,Both,Yes,Yes,No,No,No,No,4.32,4.86,3.77,0.92,1424,1076.39,8.85,No,23148,54.1,63.0,58.0,6.1,9.6,Yes,No,7.5,5.8,3.99,1753,6,96.14
Jaipur,Mansarovar,Independent House,Yes,3,3,1,14,17,Yes,Semi-Furnished,No,South,No,No,Corporation,Yes,No,No,Yes,Yes,Yes,4.14,3.56,2.31,2.36,4905,983.28,8.3,Yes,22767,70.8,67.1,57.3,7.3,7.3,Yes,No,7.9,6.4,3.43,1373,14,89.59
Kochi,Kaloor,Apartment,No,1,2,0,1,23,No,Furnished,Yes,East,No,Yes,Both,No,Yes,No,Yes,Yes,Yes,3.65,4.29,6.1,2.91,7127,946.77,8.13,No,14598,39.1,48.8,58.9,7.0,6.3,No,No,6.5,6.1,2.44,1471,1,98.7
Surat,Adajan,Apartment,Yes,1,1,2,3,7,No,Unfurnished,Yes,East,Yes,Yes,Borewell,Yes,Yes,No,Yes,No,No,3.41,6.0,3.14,1.08,1315,975.55,8.55,Yes,8468,82.4,58.2,55.9,7.6,5.8,Yes,Yes,5.0,7.0,2.3,1589,5,57.77
Indore,Rau,Villa,No,4,5,2,5,14,No,Furnished,Yes,West,Yes,No,Borewell,Yes,No,No,No,Yes,No,2.97,4.19,7.17,2.82,3858,848.59,8.01,No,3228,76.3,62.0,23.0,8.3,6.6,Yes,No,7.5,5.9,2.22,1663,5,91.29
Surat,Katargam,Independent House,No,1,2,2,11,24,Yes,Furnished,No,North,Yes,Yes,Both,Yes,Yes,Yes,No,No,Yes,2.57,0.48,2.31,0.39,3310,759.61,7.87,Yes,15984,75.6,55.2,33.4,7.8,9.9,No,No,7.4,7.1,3.34,615,15,24.69
Delhi,South Extension,Apartment,Yes,1,2,0,7,23,Yes,Semi-Furnished,No,East,No,Yes,Borewell,No,Yes,No,No,Yes,Yes,3.33,2.88,1.72,0.24,4694,738.43,8.45,No,13094,61.2,46.8,45.6,9.1,9.4,Yes,No,8.0,6.9,3.32,1454,15,349.19
Indore,Rajendra Nagar,Apartment,No,3,4,1,14,5,No,Unfurnished,No,West,Yes,Yes,Borewell,No,Yes,No,Yes,No,No,3.66,5.49,3.08,1.1,5555,943.76,7.81,No,9546,74.5,48.2,38.6,9.2,6.5,No,Yes,6.9,7.7,4.12,1995,18,88.69
Indore,Vijay Nagar,Apartment,Yes,2,3,1,4,3,No,Unfurnished,Yes,West,Yes,Yes,Both,No,No,Yes,Yes,No,No,0.13,2.94,3.51,2.08,2720,787.96,7.84,No,9052,45.8,56.9,20.2,8.7,5.1,No,Yes,6.5,5.2,2.78,996,9,54.63
Chennai,Adyar,Independent House,No,2,2,2,7,8,No,Semi-Furnished,No,North,Yes,Yes,Corporation,Yes,Yes,No,No,No,No,2.69,4.67,4.54,2.91,2350,741.23,8.81,Yes,14469,44.8,82.4,58.2,7.8,5.9,No,No,8.6,5.3,3.13,1991,12,187.23
Delhi,Karol Bagh,Villa,Yes,3,4,2,5,15,Yes,Unfurnished,No,South,Yes,Yes,Borewell,No,Yes,Yes,Yes,No,No,3.65,2.3,7.52,2.68,4637,1191.02,7.54,No,2990,82.7,68.4,50.0,8.6,7.2,No,Yes,9.9,6.4,2.11,1746,14,555.02
Chandigarh,Zirakpur,Villa,Yes,3,3,2,10,5,No,Unfurnished,No,West,No,Yes,Borewell,Yes,No,Yes,Yes,No,No,2.68,3.78,6.49,2.98,3953,1129.12,7.8,Yes,5188,53.7,62.6,58.8,7.5,10.0,No,Yes,7.3,8.5,2.9,661,17,46.89
Ahmedabad,Thaltej,Independent House,Yes,1,1,0,13,5,Yes,Furnished,No,West,No,Yes,Corporation,Yes,No,Yes,Yes,No,No,1.83,5.6,3.74,2.44,6609,946.17,8.16,No,13761,40.2,48.6,41.7,9.3,7.0,Yes,No,9.6,8.2,3.47,942,17,45.29
Delhi,South Extension,Apartment,No,2,3,0,16,7,No,Unfurnished,Yes,West,No,Yes,Both,Yes,No,Yes,Yes,Yes,Yes,3.22,3.61,0.79,1.08,2809,827.66,7.27,Yes,6947,67.4,62.5,36.8,8.9,6.0,Yes,No,9.2,9.1,4.4,2016,23,993.28
Mumbai,Vikhroli,Villa,No,4,4,2,8,12,No,Semi-Furnished,No,West,Yes,Yes,Both,Yes,Yes,No,Yes,No,No,3.79,2.77,4.13,2.27,6550,1016.24,7.56,No,3090,72.0,74.0,50.2,6.9,5.4,No,No,5.4,9.5,4.15,874,8,319.4
Visakhapatnam,Gajuwaka,Villa,No,3,4,1,1,5,Yes,Unfurnished,Yes,North,No,Yes,Borewell,No,No,Yes,Yes,Yes,Yes,4.05,5.64,2.01,0.59,1364,1076.07,8.69,No,17732,59.9,44.9,42.6,8.5,6.4,Yes,No,6.8,8.5,3.95,1588,6,84.63
Mumbai,Bandra,Independent House,Yes,3,4,2,18,4,Yes,Unfurnished,Yes,East,No,Yes,Corporation,No,Yes,Yes,No,Yes,Yes,1.26,3.2,3.14,1.26,1478,710.8,7.11,Yes,11027,30.4,45.0,47.1,7.5,6.4,No,Yes,9.5,5.5,2.55,1386,18,508.33
Mumbai,Bandra,Villa,Yes,1,1,1,6,6,No,Unfurnished,Yes,West,No,Yes,Corporation,No,Yes,Yes,No,Yes,No,0.26,1.72,4.49,2.68,4297,1138.77,7.4,No,16601,60.0,83.1,52.8,7.7,7.1,No,Yes,6.8,6.5,4.24,1961,15,936.62
Delhi,Dwarka,Apartment,Yes,2,3,0,1,1,Yes,Unfurnished,Yes,South,Yes,No,Borewell,No,No,Yes,Yes,No,Yes,0.9,5.56,4.86,2.76,6198,1062.82,8.24,Yes,14731,76.4,77.4,26.6,6.1,9.8,No,Yes,5.2,6.4,3.89,1738,5,642.44
Pune,Wakad,Independent House,No,3,3,0,10,14,No,Furnished,Yes,West,No,No,Corporation,No,Yes,Yes,Yes,No,Yes,1.12,2.46,7.56,2.09,6677,1109.05,9.25,Yes,10901,40.0,63.2,20.7,9.5,8.0,No,No,7.3,7.4,2.45,2054,15,158.77
Patna,Ashiana Nagar,Villa,Yes,3,4,2,19,21,Yes,Semi-Furnished,No,West,No,Yes,Corporation,No,No,Yes,Yes,No,Yes,0.71,2.46,6.94,3.0,3571,902.87,9.34,No,13787,36.6,63.1,54.3,7.7,9.5,Yes,No,8.7,5.7,2.68,473,20,27.76
